Reviews,Sentiments
"with minimal imagination , you could restage the whole thing in your bathtub . ",neg
the movie exists for its soccer action and its fine acting . ,pos
"though there are entertaining and audacious moments , the movie's wildly careening tone and an extremely flat lead performance do little to salvage this filmmaker's flailing reputation . ",neg
"this isn't a terrible film by any means , but it's also far from being a realized work . ",neg
"another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through . ",neg
"the actors are appealing , but elysian fields is idiotic and absurdly sentimental . ",neg
"while the ensemble player who gained notice in guy ritchie's lock , stock and two smoking barrels and snatch has the bod , he's unlikely to become a household name on the basis of his first starring vehicle . ",neg
"sunshine state lacks the kind of dynamic that limbo offers , and in some ways is a rather indulgent piece . ",neg
"the film sometimes flags . . . but there is enough secondary action to keep things moving along at a brisk , amusing pace . ",pos
"all in all , brown sugar is a satisfying well-made romantic comedy that's both charming and well acted . it will guarantee to have you leaving the theater with a smile on your face . ",pos
less a heartfelt appeal for the handicapped than a nice belgian waffle . ,neg
"in an effort , i suspect , not to offend by appearing either too serious or too lighthearted , it offends by just being wishy-washy . ",neg
griffiths proves she's that rare luminary who continually raises the standard of her profession . ,pos
"parker holds true to wilde's own vision of a pure comedy with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness . ",pos
"the movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the cotswolds . ",pos
"its plot and animation offer daytime tv serviceability , but little more . ",neg
"a pleasant enough movie , held together by skilled ensemble actors . ",pos
"though lan yu lacks a sense of dramatic urgency , the film makes up for it with a pleasing verisimilitude . ",pos
"is red dragon worthy of a place alongside the other hannibal movies ? as hannibal would say , yes , 'it's like having an old friend for dinner' . ",pos
"sex ironically has little to do with the story , which becomes something about how lame it is to try and evade your responsibilities and that you should never , ever , leave a large dog alone with a toddler . but never mind all that ; the boobs are fantasti",neg
"the year's happiest surprise , a movie that deals with a real subject in an always surprising way . ",pos
"'punch-drunk love is so convinced of its own brilliance that , if it were a person , you'd want to smash its face in . '",neg
"a subtle , poignant picture of goodness that is flawed , compromised and sad . ",pos
take care of my cat offers a refreshingly different slice of asian cinema . ,pos
"never quite transcends jokester status . . . and the punchline doesn't live up to barry's dead-eyed , perfectly chilled delivery . ",neg
"unfunny comedy with a lot of static set ups , not much camera movement , and most of the scenes take place indoors in formal settings with motionless characters . ",neg
"this kind of dark comedy requires a delicate , surgical touch . but director danny devito and screenwriter adam resnick ( remember cabin boy ? ) just pound away . ",neg
"the bottom line with nemesis is the same as it has been with all the films in the series : fans will undoubtedly enjoy it , and the uncommitted needn't waste their time on it . ",neg
"normally , rohmer's talky films fascinate me , but when he moves his setting to the past , and relies on a historical text , he loses the richness of characterization that makes his films so memorable . ",neg
a subject like this should inspire reaction in its audience ; the pianist does not . ,pos
bring on the sequel . ,pos
it tells its story in a flat manner and leaves you with the impression that you should have gotten more out of it than you did . ,neg
slackers' jokey approach to college education is disappointingly simplistic -- the film's biggest problem -- and there are no unforgettably stupid stunts or uproariously rude lines of dialogue to remember it by . ,neg
